team,first_name,last_name,player,date,gamekey,status,pitcherp,W,SV,ER,QS,DP,HR,SB,H,ASS,BB
No-Talent Ass Clowns,Pedro,Alvarez,476883,2014-07-10,2014_07_10_pitmlb_slnmlb_1,F,0,0,0,0,0,0,0,0,2,0,0
No-Talent Ass Clowns,Pedro,Alvarez,476883,2014-07-11,2014_07_11_pitmlb_cinmlb_1,F,0,0,0,0,0,0,1,0,1,1,1
No-Talent Ass Clowns,Pedro,Alvarez,476883,2014-07-12,2014_07_12_pitmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,0,4,1
No-Talent Ass Clowns,Buster,Posey,457763,2014-07-01,2014_07_01_slnmlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,1,1,0
No-Talent Ass Clowns,Buster,Posey,457763,2014-07-02,2014_07_02_slnmlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Buster,Posey,457763,2014-07-03,2014_07_03_slnmlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
No-Talent Ass Clowns,Buster,Posey,457763,2014-07-04,2014_07_04_sfnmlb_sdnmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
No-Talent Ass Clowns,Buster,Posey,457763,2014-07-05,2014_07_05_sfnmlb_sdnmlb_1,F,0,0,0,0,0,0,0,0,1,1,1
No-Talent Ass Clowns,Buster,Posey,457763,2014-07-07,2014_07_07_sfnmlb_oakmlb_1,F,0,0,0,0,0,0,0,0,1,0,1
No-Talent Ass Clowns,Buster,Posey,457763,2014-07-08,2014_07_08_sfnmlb_oakmlb_1,F,0,0,0,0,0,0,0,0,0,0,1
No-Talent Ass Clowns,Buster,Posey,457763,2014-07-09,2014_07_09_oakmlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,1,1,0
No-Talent Ass Clowns,Buster,Posey,457763,2014-07-10,2014_07_10_oakmlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Buster,Posey,457763,2014-07-12,2014_07_12_arimlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Salvador,Perez,521692,2014-07-01,2014_07_01_kcamlb_minmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Salvador,Perez,521692,2014-07-02,2014_07_02_kcamlb_minmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
No-Talent Ass Clowns,Salvador,Perez,521692,2014-07-04,2014_07_04_kcamlb_clemlb_1,F,0,0,0,0,0,0,0,0,3,0,0
No-Talent Ass Clowns,Salvador,Perez,521692,2014-07-05,2014_07_05_kcamlb_clemlb_1,F,0,0,0,0,0,0,0,0,1,0,0
No-Talent Ass Clowns,Salvador,Perez,521692,2014-07-06,2014_07_06_kcamlb_clemlb_1,F,0,0,0,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Salvador,Perez,521692,2014-07-07,2014_07_07_kcamlb_tbamlb_1,F,0,0,0,0,0,0,0,0,1,2,0
No-Talent Ass Clowns,Salvador,Perez,521692,2014-07-08,2014_07_08_kcamlb_tbamlb_1,F,0,0,0,0,0,0,0,0,1,0,0
No-Talent Ass Clowns,Salvador,Perez,521692,2014-07-09,2014_07_09_kcamlb_tbamlb_1,F,0,0,0,0,0,0,1,0,2,1,0
No-Talent Ass Clowns,Salvador,Perez,521692,2014-07-10,2014_07_10_detmlb_kcamlb_1,F,0,0,0,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Salvador,Perez,521692,2014-07-11,2014_07_11_detmlb_kcamlb_1,F,0,0,0,0,0,0,0,0,2,0,0
No-Talent Ass Clowns,Salvador,Perez,521692,2014-07-12,2014_07_12_detmlb_kcamlb_1,F,0,0,0,0,0,0,0,0,1,2,0
No-Talent Ass Clowns,Jhonny,Peralta,425509,2014-07-01,2014_07_01_slnmlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,1,4,0
No-Talent Ass Clowns,Jhonny,Peralta,425509,2014-07-02,2014_07_02_slnmlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,0,6,1
No-Talent Ass Clowns,Jhonny,Peralta,425509,2014-07-03,2014_07_03_slnmlb_sfnmlb_1,F,0,0,0,0,0,0,1,0,2,1,0
No-Talent Ass Clowns,Jhonny,Peralta,425509,2014-07-04,2014_07_04_miamlb_slnmlb_1,F,0,0,0,0,0,0,0,0,0,2,0
No-Talent Ass Clowns,Jhonny,Peralta,425509,2014-07-05,2014_07_05_miamlb_slnmlb_1,F,0,0,0,0,0,0,1,0,2,1,0
No-Talent Ass Clowns,Jhonny,Peralta,425509,2014-07-07,2014_07_07_pitmlb_slnmlb_1,F,0,0,0,0,0,0,0,0,0,4,0
No-Talent Ass Clowns,Jhonny,Peralta,425509,2014-07-08,2014_07_08_pitmlb_slnmlb_1,F,0,0,0,0,0,0,0,0,2,1,0
No-Talent Ass Clowns,Jhonny,Peralta,425509,2014-07-09,2014_07_09_pitmlb_slnmlb_1,F,0,0,0,0,0,0,0,0,1,1,0
No-Talent Ass Clowns,Jhonny,Peralta,425509,2014-07-10,2014_07_10_pitmlb_slnmlb_1,F,0,0,0,0,0,0,0,0,1,0,1
No-Talent Ass Clowns,Jhonny,Peralta,425509,2014-07-11,2014_07_11_slnmlb_milmlb_1,F,0,0,0,0,0,0,1,0,3,3,0
No-Talent Ass Clowns,Jhonny,Peralta,425509,2014-07-12,2014_07_12_slnmlb_milmlb_1,F,0,0,0,0,0,0,0,0,2,2,0
No-Talent Ass Clowns,Brandon,Phillips,408252,2014-07-01,2014_07_01_cinmlb_sdnmlb_1,F,0,0,0,0,0,0,0,0,1,2,0
No-Talent Ass Clowns,Brandon,Phillips,408252,2014-07-02,2014_07_02_cinmlb_sdnmlb_1,F,0,0,0,0,0,0,0,0,0,2,0
No-Talent Ass Clowns,Brandon,Phillips,408252,2014-07-04,2014_07_04_milmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,1,3,1
No-Talent Ass Clowns,Brandon,Phillips,408252,2014-07-05,2014_07_05_milmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,1,5,1
No-Talent Ass Clowns,Brandon,Phillips,408252,2014-07-06,2014_07_06_milmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,2,3,1
No-Talent Ass Clowns,Brandon,Phillips,408252,2014-07-07,2014_07_07_chnmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,0,0,1
No-Talent Ass Clowns,Brandon,Phillips,408252,2014-07-08,2014_07_08_chnmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,1,3,0
No-Talent Ass Clowns,Brandon,Phillips,408252,2014-07-08,2014_07_08_chnmlb_cinmlb_2,F,0,0,0,0,0,0,0,0,1,1,0
No-Talent Ass Clowns,Brandon,Phillips,408252,2014-07-09,2014_07_09_chnmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,2,2,0
No-Talent Ass Clowns,Martin,Prado,445988,2014-07-01,2014_07_01_arimlb_pitmlb_1,F,0,0,0,0,0,0,0,0,1,3,0
No-Talent Ass Clowns,Martin,Prado,445988,2014-07-02,2014_07_02_arimlb_pitmlb_1,F,0,0,0,0,0,0,0,0,1,1,0
No-Talent Ass Clowns,Martin,Prado,445988,2014-07-03,2014_07_03_arimlb_pitmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
No-Talent Ass Clowns,Martin,Prado,445988,2014-07-04,2014_07_04_arimlb_atlmlb_1,F,0,0,0,0,0,0,0,0,1,2,1
No-Talent Ass Clowns,Martin,Prado,445988,2014-07-05,2014_07_05_arimlb_atlmlb_1,F,0,0,0,0,0,0,0,0,1,2,0
No-Talent Ass Clowns,Martin,Prado,445988,2014-07-06,2014_07_06_arimlb_atlmlb_1,F,0,0,0,0,0,0,0,1,1,1,0
No-Talent Ass Clowns,Martin,Prado,445988,2014-07-07,2014_07_07_miamlb_arimlb_1,F,0,0,0,0,0,0,1,0,1,2,0
No-Talent Ass Clowns,Martin,Prado,445988,2014-07-08,2014_07_08_miamlb_arimlb_1,F,0,0,0,0,0,0,0,0,2,2,1
No-Talent Ass Clowns,Martin,Prado,445988,2014-07-09,2014_07_09_miamlb_arimlb_1,F,0,0,0,0,0,0,0,0,1,1,0
No-Talent Ass Clowns,Martin,Prado,445988,2014-07-11,2014_07_11_arimlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,1,2,1
No-Talent Ass Clowns,Martin,Prado,445988,2014-07-12,2014_07_12_arimlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,0,3,0
No-Talent Ass Clowns,Madison,Bumgarner,518516,2014-07-03,2014_07_03_slnmlb_sfnmlb_1,F,1,0,0,4,0,1,0,0,0,0,0
No-Talent Ass Clowns,Madison,Bumgarner,518516,2014-07-08,2014_07_08_sfnmlb_oakmlb_1,F,1,0,0,6,0,0,0,0,0,0,0
No-Talent Ass Clowns,Stephen,Strasburg,544931,2014-07-01,2014_07_01_colmlb_wasmlb_1,F,1,1,0,1,1,1,0,0,0,0,0
No-Talent Ass Clowns,Stephen,Strasburg,544931,2014-07-07,2014_07_07_balmlb_wasmlb_1,F,1,0,0,2,1,0,0,0,0,0,0
No-Talent Ass Clowns,Stephen,Strasburg,544931,2014-07-12,2014_07_12_wasmlb_phimlb_1,F,1,0,0,2,0,0,0,0,0,0,0
No-Talent Ass Clowns,Jonathan,Papelbon,449097,2014-07-03,2014_07_03_phimlb_miamlb_1,F,1,0,1,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Jonathan,Papelbon,449097,2014-07-07,2014_07_07_phimlb_milmlb_1,F,1,0,1,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Jonathan,Papelbon,449097,2014-07-08,2014_07_08_phimlb_milmlb_1,F,1,0,1,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Jonathan,Papelbon,449097,2014-07-09,2014_07_09_phimlb_milmlb_1,F,1,0,1,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Jonathan,Papelbon,449097,2014-07-12,2014_07_12_wasmlb_phimlb_1,F,1,0,0,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Rick,Porcello,519144,2014-07-01,2014_07_01_oakmlb_detmlb_1,F,1,1,0,0,1,0,0,0,0,0,0
No-Talent Ass Clowns,Rick,Porcello,519144,2014-07-06,2014_07_06_tbamlb_detmlb_1,F,1,0,0,7,0,1,0,0,0,0,0
No-Talent Ass Clowns,Rick,Porcello,519144,2014-07-12,2014_07_12_detmlb_kcamlb_1,F,1,1,0,1,1,2,0,0,0,0,0
No-Talent Ass Clowns,Glen,Perkins,450282,2014-07-02,2014_07_02_kcamlb_minmlb_1,F,1,0,0,1,0,0,0,0,0,0,0
No-Talent Ass Clowns,Glen,Perkins,450282,2014-07-04,2014_07_04_nyamlb_minmlb_1,F,1,0,0,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Glen,Perkins,450282,2014-07-05,2014_07_05_nyamlb_minmlb_1,F,1,0,0,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Glen,Perkins,450282,2014-07-08,2014_07_08_minmlb_seamlb_1,F,1,0,1,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,Glen,Perkins,450282,2014-07-10,2014_07_10_minmlb_seamlb_1,F,1,0,1,0,0,0,0,0,0,0,0
No-Talent Ass Clowns,John,Lackey,407793,2014-07-05,2014_07_05_balmlb_bosmlb_2,F,1,0,0,5,0,0,0,0,0,0,0
No-Talent Ass Clowns,John,Lackey,407793,2014-07-11,2014_07_11_bosmlb_houmlb_1,F,1,1,0,2,1,0,0,0,0,0,0
Portlandia Misfits,Edwin,Encarnacion,429665,2014-07-01,2014_07_01_milmlb_tormlb_1,F,0,0,0,0,0,0,0,0,1,0,1
Portlandia Misfits,Edwin,Encarnacion,429665,2014-07-02,2014_07_02_milmlb_tormlb_1,F,0,0,0,0,0,0,1,0,2,0,1
Portlandia Misfits,Edwin,Encarnacion,429665,2014-07-03,2014_07_03_tormlb_oakmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
Portlandia Misfits,Edwin,Encarnacion,429665,2014-07-04,2014_07_04_tormlb_oakmlb_1,F,0,0,0,0,0,0,0,0,0,0,2
Portlandia Misfits,Edwin,Encarnacion,429665,2014-07-05,2014_07_05_tormlb_oakmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Troy,Tulowitzki,453064,2014-07-02,2014_07_02_colmlb_wasmlb_1,F,0,0,0,0,0,0,0,0,1,3,0
Portlandia Misfits,Troy,Tulowitzki,453064,2014-07-03,2014_07_03_lanmlb_colmlb_1,F,0,0,0,0,0,0,0,0,1,7,0
Portlandia Misfits,Troy,Tulowitzki,453064,2014-07-06,2014_07_06_lanmlb_colmlb_1,F,0,0,0,0,0,0,0,0,1,5,1
Portlandia Misfits,Troy,Tulowitzki,453064,2014-07-07,2014_07_07_sdnmlb_colmlb_1,F,0,0,0,0,0,0,0,0,1,1,1
Portlandia Misfits,Troy,Tulowitzki,453064,2014-07-08,2014_07_08_sdnmlb_colmlb_1,F,0,0,0,0,0,0,0,0,1,3,0
Portlandia Misfits,Troy,Tulowitzki,453064,2014-07-09,2014_07_09_sdnmlb_colmlb_1,F,0,0,0,0,0,0,2,0,2,1,0
Portlandia Misfits,Troy,Tulowitzki,453064,2014-07-11,2014_07_11_minmlb_colmlb_1,F,0,0,0,0,0,0,1,0,1,3,0
Portlandia Misfits,Troy,Tulowitzki,453064,2014-07-12,2014_07_12_minmlb_colmlb_1,F,0,0,0,0,0,0,0,0,0,1,0
Portlandia Misfits,Yasiel,Puig,624577,2014-07-01,2014_07_01_clemlb_lanmlb_1,F,0,0,0,0,0,0,0,0,2,0,0
Portlandia Misfits,Yasiel,Puig,624577,2014-07-02,2014_07_02_clemlb_lanmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
Portlandia Misfits,Yasiel,Puig,624577,2014-07-03,2014_07_03_lanmlb_colmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Yasiel,Puig,624577,2014-07-04,2014_07_04_lanmlb_colmlb_1,F,0,0,0,0,0,0,1,0,1,0,0
Portlandia Misfits,Yasiel,Puig,624577,2014-07-05,2014_07_05_lanmlb_colmlb_1,F,0,0,0,0,0,0,0,0,2,1,0
Portlandia Misfits,Yasiel,Puig,624577,2014-07-06,2014_07_06_lanmlb_colmlb_1,F,0,0,0,0,0,0,0,0,1,0,1
Portlandia Misfits,Yasiel,Puig,624577,2014-07-08,2014_07_08_lanmlb_detmlb_1,F,0,0,0,0,0,0,0,0,0,0,1
Portlandia Misfits,Yasiel,Puig,624577,2014-07-09,2014_07_09_lanmlb_detmlb_1,F,0,0,0,0,0,0,0,0,2,0,0
Portlandia Misfits,Yasiel,Puig,624577,2014-07-10,2014_07_10_sdnmlb_lanmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
Portlandia Misfits,Yasiel,Puig,624577,2014-07-11,2014_07_11_sdnmlb_lanmlb_1,F,0,0,0,0,0,0,0,0,2,1,1
Portlandia Misfits,Yasiel,Puig,624577,2014-07-12,2014_07_12_sdnmlb_lanmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Jacoby,Ellsbury,453056,2014-07-01,2014_07_01_tbamlb_nyamlb_1,F,0,0,0,0,0,0,0,0,1,0,0
Portlandia Misfits,Jacoby,Ellsbury,453056,2014-07-03,2014_07_03_nyamlb_minmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Jacoby,Ellsbury,453056,2014-07-04,2014_07_04_nyamlb_minmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
Portlandia Misfits,Jacoby,Ellsbury,453056,2014-07-05,2014_07_05_nyamlb_minmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
Portlandia Misfits,Jacoby,Ellsbury,453056,2014-07-06,2014_07_06_nyamlb_minmlb_1,F,0,0,0,0,0,0,1,0,2,0,0
Portlandia Misfits,Jacoby,Ellsbury,453056,2014-07-07,2014_07_07_nyamlb_clemlb_1,F,0,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Jacoby,Ellsbury,453056,2014-07-08,2014_07_08_nyamlb_clemlb_1,F,0,0,0,0,0,0,0,2,1,0,0
Portlandia Misfits,Jacoby,Ellsbury,453056,2014-07-09,2014_07_09_nyamlb_clemlb_1,F,0,0,0,0,0,0,1,0,3,0,0
Portlandia Misfits,Jacoby,Ellsbury,453056,2014-07-10,2014_07_10_nyamlb_clemlb_1,F,0,0,0,0,0,0,0,0,2,0,0
Portlandia Misfits,Jacoby,Ellsbury,453056,2014-07-11,2014_07_11_nyamlb_balmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
Portlandia Misfits,Jacoby,Ellsbury,453056,2014-07-12,2014_07_12_nyamlb_balmlb_1,F,0,0,0,0,0,0,0,0,1,0,1
Portlandia Misfits,Adrian,Beltre,134181,2014-07-01,2014_07_01_texmlb_balmlb_1,F,0,0,0,0,0,0,0,0,1,2,0
Portlandia Misfits,Adrian,Beltre,134181,2014-07-02,2014_07_02_texmlb_balmlb_1,F,0,0,0,0,0,0,0,0,2,4,0
Portlandia Misfits,Adrian,Beltre,134181,2014-07-03,2014_07_03_texmlb_balmlb_1,F,0,0,0,0,0,0,0,0,1,1,1
Portlandia Misfits,Adrian,Beltre,134181,2014-07-04,2014_07_04_texmlb_nynmlb_1,F,0,0,0,0,0,0,1,0,2,0,0
Portlandia Misfits,Adrian,Beltre,134181,2014-07-05,2014_07_05_texmlb_nynmlb_1,F,0,0,0,0,0,0,1,0,1,1,0
Portlandia Misfits,Adrian,Beltre,134181,2014-07-06,2014_07_06_texmlb_nynmlb_1,F,0,0,0,0,0,0,0,0,1,1,0
Portlandia Misfits,Adrian,Beltre,134181,2014-07-07,2014_07_07_houmlb_texmlb_1,F,0,0,0,0,0,0,1,0,2,1,0
Portlandia Misfits,Adrian,Beltre,134181,2014-07-08,2014_07_08_houmlb_texmlb_1,F,0,0,0,0,0,0,0,0,1,1,0
Portlandia Misfits,Adrian,Beltre,134181,2014-07-09,2014_07_09_houmlb_texmlb_1,F,0,0,0,0,0,0,0,0,2,0,0
Portlandia Misfits,Adrian,Beltre,134181,2014-07-10,2014_07_10_anamlb_texmlb_1,F,0,0,0,0,0,0,1,0,3,3,0
Portlandia Misfits,Adrian,Beltre,134181,2014-07-11,2014_07_11_anamlb_texmlb_1,F,0,0,0,0,0,0,0,0,1,3,1
Portlandia Misfits,Adrian,Beltre,134181,2014-07-12,2014_07_12_anamlb_texmlb_1,F,0,0,0,0,0,0,0,0,0,2,1
Portlandia Misfits,Alcides,Escobar,444876,2014-07-01,2014_07_01_kcamlb_minmlb_1,F,0,0,0,0,0,0,0,0,1,2,0
Portlandia Misfits,Alcides,Escobar,444876,2014-07-02,2014_07_02_kcamlb_minmlb_1,F,0,0,0,0,0,0,0,0,1,3,0
Portlandia Misfits,Alcides,Escobar,444876,2014-07-04,2014_07_04_kcamlb_clemlb_1,F,0,0,0,0,0,0,0,0,1,2,0
Portlandia Misfits,Alcides,Escobar,444876,2014-07-05,2014_07_05_kcamlb_clemlb_1,F,0,0,0,0,0,0,0,1,1,4,0
Portlandia Misfits,Alcides,Escobar,444876,2014-07-06,2014_07_06_kcamlb_clemlb_1,F,0,0,0,0,0,0,0,0,0,1,0
Portlandia Misfits,Alcides,Escobar,444876,2014-07-07,2014_07_07_kcamlb_tbamlb_1,F,0,0,0,0,0,0,0,0,1,3,0
Portlandia Misfits,Alcides,Escobar,444876,2014-07-08,2014_07_08_kcamlb_tbamlb_1,F,0,0,0,0,0,0,0,0,0,2,0
Portlandia Misfits,Alcides,Escobar,444876,2014-07-09,2014_07_09_kcamlb_tbamlb_1,F,0,0,0,0,0,0,0,0,0,2,0
Portlandia Misfits,Alcides,Escobar,444876,2014-07-10,2014_07_10_detmlb_kcamlb_1,F,0,0,0,0,0,0,0,1,1,2,0
Portlandia Misfits,Alcides,Escobar,444876,2014-07-11,2014_07_11_detmlb_kcamlb_1,F,0,0,0,0,0,0,0,0,1,1,0
Portlandia Misfits,Alcides,Escobar,444876,2014-07-12,2014_07_12_detmlb_kcamlb_1,F,0,0,0,0,0,0,0,0,0,5,0
Portlandia Misfits,Jay,Bruce,457803,2014-07-01,2014_07_01_cinmlb_sdnmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Jay,Bruce,457803,2014-07-02,2014_07_02_cinmlb_sdnmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Jay,Bruce,457803,2014-07-04,2014_07_04_milmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Jay,Bruce,457803,2014-07-05,2014_07_05_milmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,0,2,0
Portlandia Misfits,Jay,Bruce,457803,2014-07-06,2014_07_06_milmlb_cinmlb_1,F,0,0,0,0,0,0,1,0,1,0,0
Portlandia Misfits,Jay,Bruce,457803,2014-07-07,2014_07_07_chnmlb_cinmlb_1,F,0,0,0,0,0,0,1,0,2,0,0
Portlandia Misfits,Jay,Bruce,457803,2014-07-08,2014_07_08_chnmlb_cinmlb_1,F,0,0,0,0,0,0,1,0,1,0,0
Portlandia Misfits,Jay,Bruce,457803,2014-07-08,2014_07_08_chnmlb_cinmlb_2,F,0,0,0,0,0,0,0,0,1,0,0
Portlandia Misfits,Jay,Bruce,457803,2014-07-09,2014_07_09_chnmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,1,0,1
Portlandia Misfits,Jay,Bruce,457803,2014-07-10,2014_07_10_chnmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Jay,Bruce,457803,2014-07-11,2014_07_11_pitmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Jay,Bruce,457803,2014-07-12,2014_07_12_pitmlb_cinmlb_1,F,0,0,0,0,0,0,0,0,2,0,0
Portlandia Misfits,Yadier,Molina,425877,2014-07-01,2014_07_01_slnmlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
Portlandia Misfits,Yadier,Molina,425877,2014-07-02,2014_07_02_slnmlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
Portlandia Misfits,Yadier,Molina,425877,2014-07-03,2014_07_03_slnmlb_sfnmlb_1,F,0,0,0,0,0,0,0,0,3,0,1
Portlandia Misfits,Yadier,Molina,425877,2014-07-04,2014_07_04_miamlb_slnmlb_1,F,0,0,0,0,0,0,0,0,2,1,1
Portlandia Misfits,Yadier,Molina,425877,2014-07-05,2014_07_05_miamlb_slnmlb_1,F,0,0,0,0,0,0,0,0,2,0,0
Portlandia Misfits,Yadier,Molina,425877,2014-07-06,2014_07_06_miamlb_slnmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Yadier,Molina,425877,2014-07-07,2014_07_07_pitmlb_slnmlb_1,F,0,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Yadier,Molina,425877,2014-07-08,2014_07_08_pitmlb_slnmlb_1,F,0,0,0,0,0,0,0,0,0,1,0
Portlandia Misfits,Yadier,Molina,425877,2014-07-09,2014_07_09_pitmlb_slnmlb_1,F,0,0,0,0,0,0,0,0,1,0,0
Portlandia Misfits,Francisco,Rodriguez,408061,2014-07-08,2014_07_08_phimlb_milmlb_1,F,1,0,0,0,0,0,0,0,0,0,0
Portlandia Misfits,Francisco,Rodriguez,408061,2014-07-11,2014_07_11_slnmlb_milmlb_1,F,1,0,0,1,0,0,0,0,0,0,0
Portlandia Misfits,Sonny,Gray,543243,2014-07-03,2014_07_03_tormlb_oakmlb_1,F,1,1,0,1,1,2,0,0,0,0,0
Portlandia Misfits,Sonny,Gray,543243,2014-07-08,2014_07_08_sfnmlb_oakmlb_1,F,1,1,0,1,1,0,0,0,0,0,0
Portlandia Misfits,Mark,Buehrle,279824,2014-07-05,2014_07_05_tormlb_oakmlb_1,F,1,0,0,3,1,0,0,0,0,0,0
Portlandia Misfits,Mark,Buehrle,279824,2014-07-11,2014_07_11_tormlb_tbamlb_1,F,1,0,0,2,0,1,0,0,0,0,0
Portlandia Misfits,Dallas,Keuchel,572971,2014-07-04,2014_07_04_houmlb_anamlb_1,F,1,0,0,5,0,2,0,0,0,0,0
Portlandia Misfits,Dallas,Keuchel,572971,2014-07-09,2014_07_09_houmlb_texmlb_1,F,1,1,0,4,0,1,0,0,0,0,0
Portlandia Misfits,Jordan,Zimmermann,519455,2014-07-06,2014_07_06_chnmlb_wasmlb_1,F,1,0,0,0,1,0,0,0,0,0,0
Portlandia Misfits,Jordan,Zimmermann,519455,2014-07-11,2014_07_11_wasmlb_phimlb_1,F,1,0,0,4,0,0,0,0,0,0,0
Portlandia Misfits,Homer,Bailey,456701,2014-07-05,2014_07_05_milmlb_cinmlb_1,F,1,0,0,1,1,1,0,0,0,0,0
Portlandia Misfits,Homer,Bailey,456701,2014-07-10,2014_07_10_chnmlb_cinmlb_1,F,1,0,0,3,0,0,0,0,0,0,0
The Rube,Miguel,Cabrera,408234,2014-07-01,2014_07_01_oakmlb_detmlb_1,F,0,0,0,0,0,0,0,0,0,1,1
The Rube,Miguel,Cabrera,408234,2014-07-02,2014_07_02_oakmlb_detmlb_1,F,0,0,0,0,0,0,0,0,1,0,2
The Rube,Miguel,Cabrera,408234,2014-07-03,2014_07_03_tbamlb_detmlb_1,F,0,0,0,0,0,0,0,0,3,1,1
